step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
139,2004,1,1,0,0,0,5,38.72,0
139,2004,1,1,0,13,0,14,179.44,1
140,2004,1,1,0,0,0,5,39.82,0
141,2004,1,1,0,0,0,5,35.55,0
142,2004,1,1,0,0,0,5,37.34,0
143,2004,1,1,0,0,0,5,1.9,0
144,2004,1,1,0,0,0,5,28.03,0
145,2004,1,1,0,0,0,5,29.12,0
146,2004,1,1,0,22,0,12,38.08,1
146,2004,1,1,0,0,0,5,28.34,0
147,2004,1,1,0,0,0,5,5.37,0
148,2004,1,1,0,0,0,5,0.68,0
149,2004,1,1,0,0,0,5,7.42,0
150,2004,1,1,0,15,0,13,23.85,0
151,2004,1,1,0,0,0,5,6.3,0
152,2004,1,1,0,0,0,5,35.66,0
153,2004,1,1,0,0,0,5,34.03,0
154,2004,1,1,0,13,0,14,31.32,0
155,2004,1,1,0,0,0,5,62.23,0
156,2020,1,0,0,0,0,5,20.99,0
157,2020,1,0,0,0,0,5,29.0,0
158,2020,1,0,0,0,0,5,8.63,0
159,2020,1,0,0,0,0,5,29.15,0
160,2020,1,0,0,0,0,5,23.59,0
161,2020,1,0,0,0,0,5,34.49,0
162,2020,1,0,0,0,0,5,3.03,0
163,2020,1,0,0,0,0,5,33.48,0
164,2020,1,0,0,0,0,5,48.62,0
165,2020,1,0,0,0,0,5,45.07,0
166,2020,1,0,0,18,0,9,627.78,1
166,2020,1,0,0,0,0,5,19.57,0
167,2020,1,0,0,0,0,5,15.92,0
168,2020,1,0,0,0,0,5,6.14,0
169,2020,1,0,0,0,0,5,34.57,0
170,2020,1,0,0,0,0,5,48.21,0
171,2020,1,0,0,0,0,5,9.53,0
172,2020,1,0,0,0,0,5,17.65,0
173,2020,1,0,0,0,0,5,48.74,0
174,2020,1,0,0,0,0,5,0.42,0
175,2020,1,0,0,0,0,5,19.68,0
105,2021,0,1,0,0,0,5,21.06,0
107,2021,0,1,0,0,0,5,4.35,0
110,2021,0,1,0,0,0,5,41.78,0
111,2021,0,1,0,0,0,5,41.72,0
112,2021,0,1,0,0,0,5,34.98,0
113,2021,0,1,0,0,0,5,39.95,0
114,2021,0,1,0,0,0,5,35.93,0
117,2021,0,1,0,0,0,5,11.55,0
118,2021,0,1,0,0,0,5,3.85,0
119,2021,0,1,0,0,0,5,27.52,0
120,2021,0,1,0,3,0,7,128.22,1
120,2021,0,1,0,0,0,5,6.35,0
121,2021,0,1,0,0,0,5,50.61,0
122,2021,0,1,0,0,0,5,39.85,0
123,2021,0,1,0,0,0,5,8.63,0
124,2021,0,1,0,0,0,5,37.83,0
125,2021,0,1,0,13,0,14,98.67,0
126,2021,0,1,0,0,0,5,34.8,0
127,2021,0,1,0,0,0,5,69.74,0
128,2021,0,1,0,0,0,5,31.31,0
129,2021,0,1,0,0,0,5,19.78,0
150,2021,0,1,0,0,0,5,22.51,0
152,2021,0,1,0,0,0,5,2.22,0
153,2021,0,1,0,9,0,10,10.61,0
154,2021,0,1,0,0,0,5,41.62,0
155,2021,0,1,0,0,0,5,61.92,0
156,2021,0,1,0,9,0,10,41.27,0
157,2021,0,1,0,0,0,5,39.21,0
158,2021,0,1,0,0,0,5,29.68,0
159,2021,0,1,0,0,0,5,46.91,0
160,2021,0,1,0,0,0,5,34.08,0
160,2021,0,1,0,22,0,12,301.68,1
161,2021,0,1,0,0,0,5,41.28,0
163,2021,0,1,0,0,0,5,0.79,0
164,2021,0,1,0,0,0,5,10.66,0
165,2021,0,1,0,0,0,5,10.29,0
166,2021,0,1,0,0,0,5,9.04,0
167,2021,0,1,0,0,0,5,31.48,0
168,2021,0,1,0,0,0,5,35.13,0
169,2021,0,1,0,0,0,5,3.22,0
170,2021,0,1,0,0,0,5,32.74,0
171,2021,0,1,0,0,0,5,18.83,0
137,2028,1,0,0,1,0,5,55.63,0
138,2028,1,0,0,1,0,5,28.07,0
139,2028,1,0,0,4,0,6,153.05,0
139,2028,1,0,0,42,0,6,134.74,0
140,2028,1,0,0,1,0,5,9.88,0
141,2028,1,0,0,1,0,5,9.41,0
142,2028,1,0,0,1,0,5,8.52,0
143,2028,1,0,0,1,0,5,52.82,0
144,2028,1,0,0,1,0,5,12.9,0
146,2028,1,0,0,1,0,5,2.17,0
147,2028,1,0,0,35,0,18,2697.17,1
147,2028,1,0,0,1,0,5,45.65,0
148,2028,1,0,0,1,0,5,14.96,0
149,2028,1,0,0,5,0,8,23.34,0
150,2028,1,0,0,1,0,5,41.18,0
151,2028,1,0,0,1,0,5,28.81,0
152,2028,1,0,0,1,0,5,15.62,0
153,2028,1,0,0,1,0,5,44.1,0
154,2028,1,0,0,1,0,5,53.27,0
155,2028,1,0,0,1,0,5,19.93,0
156,2028,1,0,0,1,0,5,19.73,0
157,2028,1,0,0,1,0,5,17.87,0
158,2028,1,0,0,1,0,5,52.76,0
159,2028,1,0,0,1,0,5,46.7,0
160,2028,1,0,0,12,0,13,189.0,1
160,2028,1,0,0,1,0,5,27.68,0
161,2028,1,0,0,1,0,5,29.08,0
162,2028,1,0,0,1,0,5,7.37,0
163,2028,1,0,0,1,0,5,44.83,0
164,2028,1,0,0,5,0,8,26.27,0
167,2028,1,0,0,1,0,5,15.63,0
168,2028,1,0,0,1,0,5,5.69,0
169,2028,1,0,0,1,0,5,30.56,0
170,2028,1,0,0,1,0,5,19.59,0
171,2028,1,0,0,1,0,5,21.6,0
27,2032,2,0,0,3,0,7,92.77,0
32,2032,2,0,0,12,0,13,74.71,0
32,2032,2,0,0,21,0,13,61.1,0
34,2032,2,0,0,12,0,13,7.73,0
34,2032,2,0,0,21,0,13,65.08,0
69,2032,2,0,0,6,0,6,20.99,0
86,2032,2,0,0,6,0,6,46.42,0
86,2032,2,0,0,2,0,6,55.92,0
97,2032,2,0,0,12,0,13,43.5,0
97,2032,2,0,0,20,0,13,116.86,0
103,2032,2,0,0,21,0,13,82.79,1
108,2032,2,0,0,35,0,18,576.71,1
119,2032,2,0,0,13,0,14,16.06,0
120,2032,2,0,0,0,0,5,45.6,0
121,2032,2,0,0,0,0,5,15.26,0
124,2032,2,0,0,15,0,13,10.26,0
125,2032,2,0,0,0,0,5,71.45,0
126,2032,2,0,0,0,0,5,82.57,0
127,2032,2,0,0,0,0,5,34.82,0
128,2032,2,0,0,0,0,5,37.9,0
129,2032,2,0,0,0,0,5,4.14,0
130,2032,2,0,0,0,0,5,57.88,0
136,2032,2,0,0,0,0,5,9.11,0
138,2032,2,0,0,0,0,5,46.91,0
139,2032,2,0,0,0,0,5,40.88,0
140,2032,2,0,0,0,0,5,22.93,0
141,2032,2,0,0,0,0,5,26.73,0
142,2032,2,0,0,0,0,5,22.23,0
143,2032,2,0,0,0,0,5,9.8,0
144,2032,2,0,0,0,0,5,1.18,0
145,2032,2,0,0,0,0,5,54.78,0
146,2032,2,0,0,0,0,5,16.05,0
147,2032,2,0,0,10,0,11,200.63,1
147,2032,2,0,0,0,0,5,30.43,0
148,2032,2,0,0,0,0,5,4.55,0
149,2032,2,0,0,0,0,5,0.51,0
150,2032,2,0,0,0,0,5,16.87,0
151,2032,2,0,0,0,0,5,14.17,0
152,2032,2,0,0,0,0,5,44.75,0
153,2032,2,0,0,0,0,5,35.06,0
154,2032,2,0,0,0,0,5,8.39,0
155,2032,2,0,0,0,0,5,6.42,0
156,2032,2,0,0,0,0,5,78.48,0
167,2032,2,0,0,0,0,5,67.88,0
168,2032,2,0,0,0,0,5,32.43,0
169,2032,2,0,0,0,0,5,27.73,0
170,2032,2,0,0,0,0,5,40.85,0
171,2032,2,0,0,0,0,5,38.56,0
172,2032,2,0,0,0,0,5,21.87,0
173,2032,2,0,0,0,0,5,38.68,0
174,2032,2,0,0,0,0,5,14.1,0
175,2032,2,0,0,0,0,5,27.91,0
176,2032,2,0,0,0,0,5,11.24,0
176,2032,2,0,0,22,0,12,446.35,1
177,2032,2,0,0,0,0,5,59.69,0
178,2032,2,0,0,0,0,5,74.23,0
179,2032,2,0,0,0,0,5,56.13,0
0,2040,0,0,0,0,0,5,7.04,0
1,2040,0,0,0,0,0,5,41.09,0
2,2040,0,0,0,0,0,5,14.63,0
3,2040,0,0,0,0,0,5,8.99,0
4,2040,0,0,0,0,0,5,19.18,0
5,2040,0,0,0,0,0,5,35.14,0
6,2040,0,0,0,0,0,5,10.23,0
159,2040,0,0,0,0,0,5,26.36,0
160,2040,0,0,0,0,0,5,26.8,0
161,2040,0,0,0,0,0,5,5.34,0
162,2040,0,0,0,0,0,5,7.01,0
163,2040,0,0,0,0,0,5,4.02,0
164,2040,0,0,0,0,0,5,34.81,0
165,2040,0,0,0,15,0,13,78.35,0
165,2040,0,0,0,44,0,13,64.75,0
165,2040,0,0,0,29,0,13,5.07,0
165,2040,0,0,0,28,0,13,86.43,0
166,2040,0,0,0,6,0,6,67.44,1
167,2040,0,0,0,0,0,5,45.15,0
167,2040,0,0,0,1,0,5,29.61,0
168,2040,0,0,0,1,0,5,0.98,0
169,2040,0,0,0,1,0,5,40.63,0
171,2040,0,0,0,1,0,5,30.81,0
172,2040,0,0,0,1,0,5,32.01,0
173,2040,0,0,0,1,0,5,36.13,0
174,2040,0,0,0,1,0,5,36.09,0
175,2040,0,0,0,1,0,5,23.05,0
176,2040,0,0,0,1,0,5,37.02,0
177,2040,0,0,0,1,0,5,23.75,0
178,2040,0,0,0,1,0,5,11.5,0
179,2040,0,0,0,1,0,5,14.82,0
0,2060,7,0,0,6,0,6,9.27,0
9,2060,7,0,0,12,0,13,2.39,0
17,2060,7,0,0,11,0,12,115.54,0
44,2060,7,0,0,16,0,16,1083.14,1
47,2060,7,0,0,6,0,6,68.13,0
47,2060,7,0,0,2,0,6,179.7,0
56,2060,7,0,0,6,0,6,0.13,0
56,2060,7,0,0,7,0,6,15.55,0
65,2060,7,0,0,20,0,13,2.67,0
78,2060,7,0,0,12,0,13,31.86,0
78,2060,7,0,0,20,0,13,33.32,0
78,2060,7,0,0,15,0,13,57.87,0
79,2060,7,0,0,0,0,5,14.8,0
80,2060,7,0,0,0,0,5,48.28,0
36,2067,1,0,0,0,0,5,5.82,0
37,2067,1,0,0,0,0,5,64.51,0
38,2067,1,0,0,0,0,5,51.23,0
40,2067,1,0,0,0,0,5,39.33,0
41,2067,1,0,0,27,0,12,29.47,0
41,2067,1,0,0,46,0,12,54.2,0
42,2067,1,0,0,0,0,5,8.0,0
43,2067,1,0,0,13,0,14,7.85,0
44,2067,1,0,0,0,0,5,27.63,0
45,2067,1,0,0,0,0,5,17.51,0
45,2067,1,0,0,30,0,16,237.15,1
46,2067,1,0,0,0,0,5,19.04,0
47,2067,1,0,0,0,0,5,39.02,0
48,2067,1,0,0,0,0,5,6.02,0
49,2067,1,0,0,0,0,5,18.64,0
50,2067,1,0,0,0,0,5,43.09,0
51,2067,1,0,0,0,0,5,23.15,0
52,2067,1,0,0,0,0,5,29.57,0
53,2067,1,0,0,9,0,10,30.82,0
54,2067,1,0,0,0,0,5,26.94,0
55,2067,1,0,0,0,0,5,55.47,0
129,2067,1,0,0,3,0,7,67.34,0
164,2067,1,0,0,6,0,6,137.66,0
168,2067,1,0,0,6,0,6,57.28,0
168,2067,1,0,0,2,0,6,30.72,0
174,2067,1,0,0,12,0,13,72.46,0
0,2068,1,1,0,20,0,13,72.7,0
1,2068,1,1,0,6,0,6,59.18,0
2,2068,1,1,0,25,0,15,55.27,0
16,2068,1,1,0,12,0,13,126.28,0
50,2068,1,1,0,25,0,15,74.16,0
68,2068,1,1,0,31,0,9,723.45,1
81,2068,1,1,0,6,0,6,213.83,0
81,2068,1,1,0,7,0,6,332.01,0
83,2068,1,1,0,22,0,12,131.76,1
91,2068,1,1,0,9,0,10,69.83,0
92,2068,1,1,0,27,0,12,36.25,0
93,2068,1,1,0,0,0,5,18.2,0
94,2068,1,1,0,6,0,6,20.77,1
95,2068,1,1,0,22,0,12,11.29,1
95,2068,1,1,0,0,0,5,52.57,0
96,2068,1,1,0,15,0,13,84.28,0
97,2068,1,1,0,0,0,5,29.41,0
98,2068,1,1,0,0,0,5,32.07,0
99,2068,1,1,0,9,0,10,84.21,0
100,2068,1,1,0,0,0,5,44.03,0
101,2068,1,1,0,0,0,5,33.51,0
102,2068,1,1,0,0,0,5,11.12,0
103,2068,1,1,0,0,0,5,17.34,0
104,2068,1,1,0,0,0,5,17.37,0
31,2080,1,1,0,1,0,5,9.76,0
32,2080,1,1,0,1,0,5,27.57,0
33,2080,1,1,0,1,0,5,4.68,0
34,2080,1,1,0,1,0,5,3.73,0
35,2080,1,1,0,1,0,5,13.17,0
36,2080,1,1,0,1,0,5,55.06,0
37,2080,1,1,0,1,0,5,31.78,0
39,2080,1,1,0,1,0,5,13.44,0
40,2080,1,1,0,4,0,6,202.91,0
41,2080,1,1,0,26,0,12,169.98,0
47,2080,1,1,0,6,0,6,24.63,1
52,2080,1,1,0,0,0,5,21.52,0
53,2080,1,1,0,0,0,5,43.83,0
54,2080,1,1,0,0,0,5,40.5,0
55,2080,1,1,0,0,0,5,21.26,0
56,2080,1,1,0,0,0,5,33.14,0
57,2080,1,1,0,0,0,5,21.01,0
58,2080,1,1,0,0,0,5,27.93,0
60,2080,1,1,0,0,0,5,18.49,0
62,2080,1,1,0,0,0,5,21.54,0
63,2080,1,1,0,0,0,5,17.51,0
84,2080,1,1,0,0,0,5,41.53,0
84,2080,1,1,0,1,0,5,5.48,0
85,2080,1,1,0,1,0,5,58.93,0
86,2080,1,1,0,1,0,5,14.93,0
88,2080,1,1,0,1,0,5,11.54,0
89,2080,1,1,0,1,0,5,33.69,0
90,2080,1,1,0,28,0,13,14.74,0
91,2080,1,1,0,0,0,5,15.63,0
91,2080,1,1,0,1,0,5,27.11,0
92,2080,1,1,0,1,0,5,6.05,0
93,2080,1,1,0,35,0,18,2875.61,1
93,2080,1,1,0,1,0,5,21.43,0
94,2080,1,1,0,1,0,5,74.92,0
95,2080,1,1,0,1,0,5,0.34,0
96,2080,1,1,0,1,0,5,22.55,0
97,2080,1,1,0,5,0,8,5.93,0
98,2080,1,1,0,1,0,5,20.1,0
99,2080,1,1,0,1,0,5,23.07,0
100,2080,1,1,0,1,0,5,35.14,0
101,2080,1,1,0,28,0,13,23.13,0
102,2080,1,1,0,0,0,5,6.51,0
116,2087,4,0,0,0,0,5,8.78,0
117,2087,4,0,0,0,0,5,4.76,0
118,2087,4,0,0,0,0,5,40.85,0
119,2087,4,0,0,0,0,5,24.95,0
120,2087,4,0,0,0,0,5,11.67,0
121,2087,4,0,0,0,0,5,36.23,0
122,2087,4,0,0,0,0,5,13.36,0
123,2087,4,0,0,0,0,5,23.87,0
124,2087,4,0,0,0,0,5,4.13,0
125,2087,4,0,0,13,0,14,12.74,0
125,2087,4,0,0,22,0,12,116.69,1
126,2087,4,0,0,0,0,5,66.45,0
127,2087,4,0,0,0,0,5,34.15,0
128,2087,4,0,0,15,0,13,123.27,0
128,2087,4,0,0,44,0,13,54.5,0
128,2087,4,0,0,29,0,13,120.45,0
129,2087,4,0,0,0,0,5,40.48,0
131,2087,4,0,0,0,0,5,42.99,0
132,2087,4,0,0,0,0,5,60.09,0
133,2087,4,0,0,0,0,5,4.91,0
134,2087,4,0,0,0,0,5,23.25,0
154,2089,0,1,0,0,0,5,47.26,0
155,2089,0,1,0,0,0,5,40.34,0
157,2089,0,1,0,9,0,10,10.02,0
158,2089,0,1,0,0,0,5,29.94,0
159,2089,0,1,0,0,0,5,40.69,0
160,2089,0,1,0,0,0,5,6.77,0
161,2089,0,1,0,0,0,5,32.16,0
162,2089,0,1,0,0,0,5,25.16,0
163,2089,0,1,0,9,0,10,71.05,0
164,2089,0,1,0,0,0,5,39.34,0
164,2089,0,1,0,22,0,12,288.66,1
165,2089,0,1,0,0,0,5,19.34,0
166,2089,0,1,0,0,0,5,8.5,0
168,2089,0,1,0,9,0,10,4.41,0
169,2089,0,1,0,0,0,5,15.67,0
170,2089,0,1,0,0,0,5,0.08,0
172,2089,0,1,0,0,0,5,36.51,0
173,2089,0,1,0,0,0,5,70.48,0
174,2089,0,1,0,0,0,5,68.84,0
175,2089,0,1,0,0,0,5,51.03,0
176,2089,0,1,0,0,0,5,22.72,0
8,2090,1,1,0,0,0,5,5.86,0
9,2090,1,1,0,0,0,5,4.95,0
10,2090,1,1,0,0,0,5,5.53,0
11,2090,1,1,0,0,0,5,40.42,0
12,2090,1,1,0,9,0,10,46.25,0
13,2090,1,1,0,0,0,5,12.77,0
14,2090,1,1,0,0,0,5,15.43,0
15,2090,1,1,0,0,0,5,38.55,0
16,2090,1,1,0,0,0,5,13.87,0
17,2090,1,1,0,0,0,5,68.27,0
17,2090,1,1,0,26,0,12,535.25,1
19,2090,1,1,0,0,0,5,66.85,0
20,2090,1,1,0,0,0,5,27.44,0
22,2090,1,1,0,0,0,5,0.75,0
23,2090,1,1,0,0,0,5,24.92,0
24,2090,1,1,0,0,0,5,3.12,0
25,2090,1,1,0,0,0,5,24.73,0
26,2090,1,1,0,0,0,5,2.8,0
28,2090,1,1,0,0,0,5,51.09,0
29,2090,1,1,0,9,0,10,83.73,0
30,2090,1,1,0,0,0,5,7.42,0
31,2090,1,1,0,0,0,5,6.45,0
32,2090,1,1,0,0,0,5,24.35,0
33,2090,1,1,0,0,0,5,16.95,0
34,2090,1,1,0,0,0,5,26.25,0
36,2090,1,1,0,0,0,5,1.87,0
36,2090,1,1,0,6,0,6,536.8,1
37,2090,1,1,0,0,0,5,41.95,0
38,2090,1,1,0,0,0,5,23.64,0
39,2090,1,1,0,0,0,5,45.63,0
40,2090,1,1,0,0,0,5,8.04,0
41,2090,1,1,0,0,0,5,20.79,0
42,2090,1,1,0,0,0,5,26.94,0
43,2090,1,1,0,0,0,5,13.38,0
44,2090,1,1,0,0,0,5,10.22,0
45,2090,1,1,0,0,0,5,76.09,0
46,2090,1,1,0,0,0,5,18.04,0
53,2090,1,1,0,0,0,5,36.17,0
54,2090,1,1,0,13,0,14,7.29,0
55,2090,1,1,0,0,0,5,21.83,0
56,2090,1,1,0,13,0,14,28.68,0
57,2090,1,1,0,0,0,5,37.26,0
58,2090,1,1,0,0,0,5,14.53,0
60,2090,1,1,0,0,0,5,32.95,0
61,2090,1,1,0,0,0,5,44.02,0
62,2090,1,1,0,0,0,5,23.63,0
63,2090,1,1,0,0,0,5,46.65,0
64,2090,1,1,0,26,0,12,8.98,1
64,2090,1,1,0,15,0,13,40.31,0
65,2090,1,1,0,0,0,5,28.35,0
66,2090,1,1,0,0,0,5,18.48,0
67,2090,1,1,0,27,0,12,221.0,0
69,2090,1,1,0,0,0,5,32.7,0
70,2090,1,1,0,0,0,5,40.6,0
71,2090,1,1,0,0,0,5,9.55,0
73,2090,1,1,0,0,0,5,54.85,0
74,2090,1,1,0,0,0,5,26.72,0
75,2090,1,1,0,36,0,15,101.58,0
76,2090,1,1,0,0,0,5,35.8,0
76,2090,1,1,0,1,0,5,14.31,0
77,2090,1,1,0,1,0,5,52.35,0
78,2090,1,1,0,1,0,5,32.17,0
79,2090,1,1,0,1,0,5,7.03,0
80,2090,1,1,0,1,0,5,62.24,0
81,2090,1,1,0,1,0,5,22.55,0
82,2090,1,1,0,1,0,5,17.63,0
83,2090,1,1,0,1,0,5,1.85,0
84,2090,1,1,0,12,0,13,580.19,1
84,2090,1,1,0,1,0,5,11.13,0
85,2090,1,1,0,1,0,5,50.46,0
87,2090,1,1,0,1,0,5,65.41,0
88,2090,1,1,0,1,0,5,46.23,0
89,2090,1,1,0,1,0,5,82.98,0
90,2090,1,1,0,1,0,5,17.27,0
91,2090,1,1,0,1,0,5,19.39,0
92,2090,1,1,0,1,0,5,10.04,0
93,2090,1,1,0,1,0,5,38.41,0
94,2090,1,1,0,5,0,8,32.72,0
168,2090,1,1,0,1,0,5,41.21,0
169,2090,1,1,0,1,0,5,22.85,0
170,2090,1,1,0,1,0,5,7.41,0
171,2090,1,1,0,1,0,5,9.63,0
172,2090,1,1,0,1,0,5,19.95,0
173,2090,1,1,0,1,0,5,20.72,0
174,2090,1,1,0,1,0,5,41.6,0
175,2090,1,1,0,1,0,5,54.74,0
176,2090,1,1,0,1,0,5,45.81,0
177,2090,1,1,0,1,0,5,43.67,0
177,2090,1,1,0,17,0,9,387.75,1
178,2090,1,1,0,5,0,8,57.59,0
179,2090,1,1,0,1,0,5,15.11,0
0,2093,3,0,0,0,0,5,11.72,0
1,2093,3,0,0,0,0,5,55.22,0
2,2093,3,0,0,0,0,5,23.83,0
3,2093,3,0,0,0,0,5,41.43,0
4,2093,3,0,0,0,0,5,29.97,0
5,2093,3,0,0,0,0,5,11.8,0
8,2093,3,0,0,0,0,5,4.26,0
9,2093,3,0,0,27,0,12,19.81,0
10,2093,3,0,0,20,0,13,95.84,0
22,2093,3,0,0,12,0,13,104.22,0
25,2093,3,0,0,25,0,15,32.59,0
35,2093,3,0,0,12,0,13,80.58,0
35,2093,3,0,0,20,0,13,57.89,0
41,2093,3,0,0,25,0,15,2.9,0
55,2093,3,0,0,22,0,12,305.45,1
64,2093,3,0,0,25,0,15,87.32,1
96,2093,3,0,0,12,0,13,75.92,0
96,2093,3,0,0,20,0,13,99.14,0
103,2093,3,0,0,18,0,9,19.65,1
123,2093,3,0,0,13,0,14,26.68,0
124,2093,3,0,0,0,0,5,47.84,0
126,2093,3,0,0,0,0,5,23.63,0
127,2093,3,0,0,0,0,5,22.79,0
128,2093,3,0,0,0,0,5,73.09,0
130,2093,3,0,0,0,0,5,19.54,0
131,2093,3,0,0,0,0,5,18.33,0
132,2093,3,0,0,15,0,13,75.55,0
133,2093,3,0,0,0,0,5,44.78,0
134,2093,3,0,0,0,0,5,18.22,0
53,2094,3,0,0,0,0,5,26.72,0
54,2094,3,0,0,9,0,10,41.63,0
55,2094,3,0,0,7,0,6,112.99,0
68,2094,3,0,0,7,0,6,160.44,0
68,2094,3,0,0,2,0,6,139.97,0
70,2094,3,0,0,25,0,15,48.55,0
87,2094,3,0,0,6,0,6,68.42,0
111,2094,3,0,0,12,0,13,36.29,0
127,2094,3,0,0,6,0,6,41.96,0
127,2094,3,0,0,2,0,6,175.82,0
131,2094,3,0,0,31,0,9,352.91,1
132,2094,3,0,0,6,0,6,204.75,0
132,2094,3,0,0,7,0,6,157.21,0
132,2094,3,0,0,2,0,6,10.75,0
135,2094,3,0,0,44,0,13,422.62,1
165,2094,3,0,0,6,0,6,220.53,0
165,2094,3,0,0,7,0,6,156.32,0
165,2094,3,0,0,2,0,6,241.77,0
0,2097,1,1,0,0,0,5,53.96,0
1,2097,1,1,0,0,0,5,29.44,0
2,2097,1,1,0,0,0,5,4.17,0
4,2097,1,1,0,0,0,5,63.02,0
5,2097,1,1,0,0,0,5,9.55,0
6,2097,1,1,0,13,0,14,3.78,0
7,2097,1,1,0,0,0,5,17.35,0
49,2097,1,1,0,0,0,5,54.68,0
50,2097,1,1,0,15,0,13,60.52,0
51,2097,1,1,0,0,0,5,0.42,0
52,2097,1,1,0,0,0,5,1.62,0
53,2097,1,1,0,9,0,10,64.53,0
54,2097,1,1,0,0,0,5,29.36,0
55,2097,1,1,0,0,0,5,53.39,0
56,2097,1,1,0,0,0,5,10.91,0
57,2097,1,1,0,0,0,5,3.66,0
58,2097,1,1,0,0,0,5,46.47,0
59,2097,1,1,0,16,0,16,1151.77,1
59,2097,1,1,0,0,0,5,31.84,0
60,2097,1,1,0,0,0,5,27.06,0
61,2097,1,1,0,0,0,5,36.91,0
62,2097,1,1,0,0,0,5,7.76,0
63,2097,1,1,0,0,0,5,10.97,0
64,2097,1,1,0,0,0,5,36.47,0
65,2097,1,1,0,0,0,5,61.46,0
66,2097,1,1,0,0,0,5,35.57,0
67,2097,1,1,0,0,0,5,37.52,0
68,2097,1,1,0,0,0,5,27.97,0
28,2098,1,1,0,0,0,5,17.05,0
29,2098,1,1,0,0,0,5,31.4,0
30,2098,1,1,0,0,0,5,18.42,0
32,2098,1,1,0,0,0,5,13.02,0
33,2098,1,1,0,0,0,5,32.54,0
34,2098,1,1,0,0,0,5,52.25,0
36,2098,1,1,0,9,0,10,15.79,0
37,2098,1,1,0,0,0,5,15.43,0
38,2098,1,1,0,0,0,5,9.69,0
40,2098,1,1,0,15,0,13,119.15,0
40,2098,1,1,0,22,0,12,131.41,1
41,2098,1,1,0,0,0,5,33.49,0
44,2098,1,1,0,0,0,5,25.6,0
45,2098,1,1,0,0,0,5,8.61,0
46,2098,1,1,0,0,0,5,25.88,0
47,2098,1,1,0,0,0,5,18.72,0
48,2098,1,1,0,0,0,5,19.28,0
50,2098,1,1,0,0,0,5,38.65,0
51,2098,1,1,0,0,0,5,45.26,0
52,2098,1,1,0,0,0,5,0.8,0
54,2098,1,1,0,0,0,5,21.36,0
71,2098,1,1,0,0,0,5,4.39,0
72,2098,1,1,0,0,0,5,22.73,0
73,2098,1,1,0,0,0,5,19.21,0
74,2098,1,1,0,0,0,5,5.42,0
75,2098,1,1,0,0,0,5,13.82,0
76,2098,1,1,0,0,0,5,25.53,0
77,2098,1,1,0,0,0,5,9.81,0
78,2098,1,1,0,0,0,5,9.74,0
79,2098,1,1,0,0,0,5,62.0,0
81,2098,1,1,0,0,0,5,16.24,0
81,2098,1,1,0,22,0,12,50.08,1
82,2098,1,1,0,0,0,5,10.42,0
83,2098,1,1,0,0,0,5,16.54,0
84,2098,1,1,0,0,0,5,12.25,0
85,2098,1,1,0,0,0,5,43.91,0
86,2098,1,1,0,0,0,5,7.82,0
87,2098,1,1,0,0,0,5,45.07,0
88,2098,1,1,0,0,0,5,20.05,0
89,2098,1,1,0,13,0,14,55.87,0
90,2098,1,1,0,0,0,5,8.65,0
91,2098,1,1,0,0,0,5,29.59,0
95,2098,1,1,0,0,0,5,54.18,0
97,2098,1,1,0,36,0,15,96.58,0
98,2098,1,1,0,0,0,5,32.75,0
98,2098,1,1,0,1,0,5,30.91,0
99,2098,1,1,0,1,0,5,35.61,0
100,2098,1,1,0,1,0,5,32.99,0
101,2098,1,1,0,1,0,5,16.99,0
102,2098,1,1,0,4,0,6,42.72,0
103,2098,1,1,0,26,0,12,28.63,0
112,2098,1,1,0,2,0,6,73.01,0
144,2098,1,1,0,6,0,6,906.34,1
150,2098,1,1,0,6,0,6,17.62,0
164,2098,1,1,0,3,0,7,21.33,0
0,2102,4,1,0,0,0,5,2.21,0
1,2102,4,1,0,0,0,5,42.64,0
2,2102,4,1,0,9,0,10,19.84,0
4,2102,4,1,0,16,0,16,430.29,1
5,2102,4,1,0,0,0,5,52.0,0
6,2102,4,1,0,0,0,5,25.58,0
6,2102,4,1,0,11,0,12,70.75,1
7,2102,4,1,0,37,0,16,102.25,0
8,2102,4,1,0,22,0,12,766.11,1
8,2102,4,1,0,0,0,5,9.13,0
8,2102,4,1,0,1,0,5,76.49,0
9,2102,4,1,0,1,0,5,6.68,0
9,2102,4,1,0,20,0,13,415.09,1
10,2102,4,1,0,1,0,5,16.27,0
11,2102,4,1,0,13,0,14,79.8,1
11,2102,4,1,0,1,0,5,13.53,0
12,2102,4,1,0,3,0,7,72.83,1
12,2102,4,1,0,6,0,6,121.94,1
12,2102,4,1,0,1,0,5,2.04,0
13,2102,4,1,0,6,0,6,433.62,1
13,2102,4,1,0,1,0,5,17.57,0
13,2102,4,1,0,16,0,16,835.0,1
14,2102,4,1,0,1,0,5,0.77,0
15,2102,4,1,0,4,0,6,85.32,0
16,2102,4,1,0,1,0,5,46.37,0
17,2102,4,1,0,1,0,5,35.27,0
18,2102,4,1,0,1,0,5,20.04,0
19,2102,4,1,0,1,0,5,27.96,0
20,2102,4,1,0,1,0,5,23.25,0
21,2102,4,1,0,1,0,5,30.79,0
22,2102,4,1,0,1,0,5,25.51,0
23,2102,4,1,0,1,0,5,25.72,0
