step,customer_id,age,gender,region,merchant,transaction_type,category,amount,fraud
87,4746,7,2,0,49,0,18,222.2367562353611,0
88,4746,7,2,0,49,0,18,0.0,0
89,4746,7,2,0,49,0,18,0.0,0
90,4746,7,2,0,48,0,18,0.0,0
91,4746,7,2,0,49,0,18,0.0,-1
92,4746,7,2,0,49,0,18,0.0,-1
93,4746,7,2,0,49,0,18,0.0,0
94,4746,7,2,0,49,0,18,181.4787834882736,-1
95,4746,7,2,0,49,0,18,0.0,0
96,4746,7,2,0,49,0,18,518.2282626628876,0
97,4746,7,2,0,49,0,18,1456.5324783325195,0
98,4746,7,2,0,48,0,17,0.0,0
99,4746,7,2,0,49,0,18,0.0,-1
100,4746,7,2,0,49,0,18,0.0,0
101,4746,7,2,0,49,0,18,1611.3901138305664,0
102,4746,7,2,0,49,0,18,0.0,-1
0,4747,6,2,0,48,0,17,0.0,0
1,4747,6,2,0,48,0,17,0.0,0
2,4747,6,2,0,49,0,18,2881.655991077423,-1
3,4747,6,2,0,48,0,18,0.0,0
4,4747,6,2,0,48,0,18,0.0,0
5,4747,6,2,0,49,0,18,394.6207836270332,-1
6,4747,6,2,0,49,0,18,619.2723289132118,-1
7,4747,6,2,0,49,0,18,0.0,0
8,4747,6,2,0,49,0,18,2573.1822848320007,-1
9,4747,6,2,0,48,0,17,0.0,0
10,4747,6,2,0,49,0,18,3191.9339299201965,-1
11,4747,6,2,0,49,0,18,691.5120780467987,-1
12,4747,6,2,0,48,0,18,0.0,0
13,4747,6,2,0,49,0,18,0.0,0
14,4747,6,2,0,48,0,17,0.0,0
15,4747,6,2,0,49,0,18,0.0,0
16,4747,6,2,0,49,0,18,263.1363831460476,0
17,4747,6,2,0,49,0,18,0.0,0
18,4747,6,2,0,48,0,17,0.0,0
19,4747,6,2,0,49,0,18,799.2805540561676,0
20,4747,6,2,0,49,0,18,0.0,-1
21,4747,6,2,0,48,0,18,0.0,0
22,4747,6,2,0,49,0,18,1235.1379543542862,-1
23,4747,6,2,0,49,0,18,0.0,-1
24,4747,6,2,0,49,0,18,1333.9419662952423,0
25,4747,6,2,0,49,0,18,0.0,0
26,4747,6,2,0,48,0,17,0.0,0
27,4747,6,2,0,48,0,18,524.9994620680809,0
28,4747,6,2,0,49,0,18,0.0,-1
29,4747,6,2,0,49,0,18,703.2845169305801,-1
30,4747,6,2,0,49,0,18,0.0,-1
31,4747,6,2,0,49,0,18,0.0,0
32,4747,6,2,0,49,0,18,0.0,-1
33,4747,6,2,0,49,0,18,0.0,0
34,4747,6,2,0,49,0,18,398.2241824269295,0
35,4747,6,2,0,49,0,18,875.5262941122055,0
36,4747,6,2,0,48,0,17,0.0,0
37,4747,6,2,0,48,0,18,763.8909667730331,0
38,4747,6,2,0,49,0,18,0.0,-1
39,4747,6,2,0,49,0,18,0.0,0
40,4747,6,2,0,49,0,18,757.5436681509018,0
41,4747,6,2,0,49,0,18,1321.3616609573364,0
42,4747,6,2,0,49,0,18,0.0,-1
43,4747,6,2,0,48,0,18,0.0,0
44,4747,6,2,0,49,0,18,0.0,-1
45,4747,6,2,0,49,0,18,1686.0900819301603,-1
46,4747,6,2,0,49,0,18,0.0,-1
47,4747,6,2,0,49,0,18,0.0,0
48,4747,6,2,0,49,0,18,2259.343415498733,-1
49,4747,6,2,0,49,0,18,0.0,-1
50,4747,6,2,0,49,0,18,0.0,-1
51,4747,6,2,0,49,0,18,1359.175592660904,0
52,4747,6,2,0,49,0,18,0.0,-1
53,4747,6,2,0,49,0,18,0.0,0
54,4747,6,2,0,49,0,18,1052.507311105728,0
55,4747,6,2,0,49,0,18,0.0,0
56,4747,6,2,0,49,0,18,0.0,0
57,4747,6,2,0,49,0,18,0.0,-1
58,4747,6,2,0,49,0,18,4432.405531406403,-1
59,4747,6,2,0,48,0,18,0.0,0
60,4747,6,2,0,49,0,18,0.0,-1
61,4747,6,2,0,49,0,18,797.2503453493118,0
62,4747,6,2,0,49,0,18,1052.177920937538,-1
63,4747,6,2,0,49,0,18,0.0,-1
64,4747,6,2,0,49,0,18,0.0,0
65,4747,6,2,0,49,0,18,1188.4978413581848,0
66,4747,6,2,0,48,0,17,36.630446556955576,0
67,4747,6,2,0,49,0,18,0.0,-1
68,4747,6,2,0,49,0,18,0.0,0
69,4747,6,2,0,49,0,18,0.0,0
70,4747,6,2,0,49,0,18,525.8933454751968,-1
71,4747,6,2,0,49,0,18,0.0,-1
72,4747,6,2,0,49,0,18,0.0,0
73,4747,6,2,0,49,0,18,453.6173865199089,0
74,4747,6,2,0,49,0,18,0.0,0
75,4747,6,2,0,49,0,18,0.0,-1
76,4747,6,2,0,48,0,18,0.0,0
77,4747,6,2,0,49,0,18,0.0,0
78,4747,6,2,0,49,0,18,0.0,0
79,4747,6,2,0,49,0,18,0.0,-1
80,4747,6,2,0,49,0,18,0.0,0
81,4747,6,2,0,49,0,18,0.0,-1
82,4747,6,2,0,48,0,18,0.0,0
83,4747,6,2,0,49,0,18,0.0,0
84,4747,6,2,0,49,0,18,1373.6513257026672,-1
85,4747,6,2,0,49,0,18,0.0,-1
86,4747,6,2,0,49,0,18,0.0,0
87,4747,6,2,0,49,0,18,0.0,0
88,4747,6,2,0,49,0,18,0.0,-1
89,4747,6,2,0,49,0,18,182.1957528591156,0
90,4747,6,2,0,49,0,18,1244.385689496994,-1
91,4747,6,2,0,48,0,18,0.0,0
92,4747,6,2,0,49,0,18,0.0,0
93,4747,6,2,0,48,0,17,66.75462238490582,0
94,4747,6,2,0,48,0,17,0.0,0
95,4747,6,2,0,49,0,18,0.0,-1
96,4747,6,2,0,49,0,18,0.0,0
97,4747,6,2,0,49,0,18,0.0,-1
98,4747,6,2,0,49,0,18,435.8024522662163,0
99,4747,6,2,0,49,0,18,1195.4118311405182,0
100,4747,6,2,0,48,0,18,0.0,0
101,4747,6,2,0,49,0,18,0.0,0
102,4747,6,2,0,49,0,18,1194.7188526391983,0
103,4747,6,2,0,49,0,18,0.0,0
104,4747,6,2,0,49,0,18,251.14979594945908,-1
105,4747,6,2,0,49,0,18,0.0,0
106,4747,6,2,0,49,0,18,1570.502668619156,-1
107,4747,6,2,0,49,0,18,0.0,0
108,4747,6,2,0,49,0,18,0.0,0
109,4747,6,2,0,49,0,18,0.0,-1
110,4747,6,2,0,49,0,18,1345.6211984157562,0
111,4747,6,2,0,48,0,18,0.0,0
112,4747,6,2,0,48,0,17,0.0,0
113,4747,6,2,0,49,0,18,0.0,0
114,4747,6,2,0,49,0,18,1036.103218793869,-1
115,4747,6,2,0,49,0,18,0.0,-1
116,4747,6,2,0,49,0,18,0.0,-1
117,4747,6,2,0,49,0,18,0.0,-1
118,4747,6,2,0,49,0,18,0.0,-1
119,4747,6,2,0,49,0,18,429.4607415795326,-1
120,4747,6,2,0,48,0,17,0.0,0
121,4747,6,2,0,49,0,18,1917.7232682704928,-1
122,4747,6,2,0,49,0,18,0.0,0
123,4747,6,2,0,49,0,18,226.7191559076309,-1
124,4747,6,2,0,49,0,18,0.0,0
125,4747,6,2,0,48,0,18,446.1997002363205,0
126,4747,6,2,0,49,0,18,0.0,-1
127,4747,6,2,0,49,0,18,0.0,0
128,4747,6,2,0,48,0,18,0.0,0
129,4747,6,2,0,49,0,18,0.0,-1
130,4747,6,2,0,49,0,18,0.0,-1
131,4747,6,2,0,49,0,18,0.0,-1
132,4747,6,2,0,49,0,18,0.0,-1
133,4747,6,2,0,49,0,18,0.0,0
134,4747,6,2,0,49,0,18,0.0,-1
135,4747,6,2,0,48,0,18,0.0,0
136,4747,6,2,0,49,0,18,0.0,0
137,4747,6,2,0,49,0,18,0.0,-1
138,4747,6,2,0,49,0,18,0.0,0
139,4747,6,2,0,48,0,17,0.0,0
140,4747,6,2,0,48,0,17,0.0,0
141,4747,6,2,0,48,0,17,0.0,0
142,4747,6,2,0,49,0,18,0.0,0
143,4747,6,2,0,49,0,18,1327.0047307014463,-1
144,4747,6,2,0,49,0,18,0.0,0
145,4747,6,2,0,49,0,18,0.0,-1
146,4747,6,2,0,49,0,18,0.0,-1
147,4747,6,2,0,49,0,18,1416.9439673423767,-1
148,4747,6,2,0,49,0,18,0.0,0
149,4747,6,2,0,48,0,18,0.0,0
150,4747,6,2,0,49,0,18,2691.0054683685303,-1
151,4747,6,2,0,49,0,18,1728.6548018455503,0
152,4747,6,2,0,48,0,17,0.0,0
153,4747,6,2,0,49,0,18,1069.595143198967,0
154,4747,6,2,0,48,0,18,0.0,0
155,4747,6,2,0,49,0,18,0.0,-1
156,4747,6,2,0,48,0,17,0.0,0
157,4747,6,2,0,49,0,18,0.0,0
158,4747,6,2,0,49,0,18,0.0,0
159,4747,6,2,0,48,0,18,831.6830545663834,0
160,4747,6,2,0,49,0,18,0.0,-1
161,4747,6,2,0,48,0,17,0.0,0
162,4747,6,2,0,49,0,18,239.4302375614643,0
163,4747,6,2,0,49,0,18,0.0,0
164,4747,6,2,0,48,0,17,1076.4525830745697,0
165,4747,6,2,0,48,0,18,0.0,0
166,4747,6,2,0,48,0,18,306.2732703983784,0
167,4747,6,2,0,48,0,18,0.0,0
168,4747,6,2,0,48,0,17,0.0,0
169,4747,6,2,0,48,0,18,0.0,0
170,4747,6,2,0,48,0,18,856.8126708269119,0
0,4748,6,2,0,49,0,18,82.78289809823036,0
1,4748,6,2,0,48,0,18,0.0,0
2,4748,6,2,0,49,0,18,0.0,0
3,4748,6,2,0,48,0,17,0.0,0
4,4748,6,2,0,49,0,18,0.0,0
5,4748,6,2,0,49,0,18,0.0,-1
6,4748,6,2,0,49,0,18,0.0,0
7,4748,6,2,0,48,0,18,0.0,0
8,4748,6,2,0,49,0,18,0.0,-1
9,4748,6,2,0,49,0,18,0.0,0
10,4748,6,2,0,48,0,18,0.0,0
11,4748,6,2,0,48,0,17,0.0,0
12,4748,6,2,0,49,0,18,222.77547046542168,-1
13,4748,6,2,0,48,0,17,0.0,0
14,4748,6,2,0,49,0,18,0.0,-1
15,4748,6,2,0,49,0,18,0.0,0
16,4748,6,2,0,48,0,17,0.0,0
17,4748,6,2,0,49,0,18,1454.8130333423617,0
18,4748,6,2,0,48,0,17,0.0,0
19,4748,6,2,0,49,0,18,1209.675446152687,-1
20,4748,6,2,0,48,0,18,0.0,0
21,4748,6,2,0,49,0,18,1819.5687234401703,-1
22,4748,6,2,0,49,0,18,0.0,-1
23,4748,6,2,0,49,0,18,0.0,-1
24,4748,6,2,0,49,0,18,107.15213604271412,-1
25,4748,6,2,0,49,0,18,0.0,0
26,4748,6,2,0,49,0,18,1633.2237422466278,-1
27,4748,6,2,0,48,0,18,776.9904285669327,0
28,4748,6,2,0,48,0,18,0.0,0
29,4748,6,2,0,48,0,17,0.0,0
30,4748,6,2,0,49,0,18,0.0,-1
31,4748,6,2,0,49,0,18,0.0,0
32,4748,6,2,0,49,0,18,0.0,0
33,4748,6,2,0,49,0,18,228.16365584731105,0
34,4748,6,2,0,49,0,18,0.0,-1
35,4748,6,2,0,48,0,18,333.96534621715546,0
36,4748,6,2,0,49,0,18,0.0,-1
37,4748,6,2,0,48,0,17,0.0,0
38,4748,6,2,0,49,0,18,0.0,0
39,4748,6,2,0,48,0,18,0.0,0
40,4748,6,2,0,49,0,18,0.0,0
41,4748,6,2,0,49,0,18,0.0,-1
42,4748,6,2,0,49,0,18,0.0,-1
43,4748,6,2,0,49,0,18,482.3558405041695,0
44,4748,6,2,0,48,0,17,271.6497890651226,0
0,4749,6,2,0,49,0,18,0.0,-1
1,4749,6,2,0,49,0,18,0.0,-1
2,4749,6,2,0,48,0,18,0.0,0
3,4749,6,2,0,49,0,18,0.0,0
4,4749,6,2,0,49,0,18,0.0,0
5,4749,6,2,0,49,0,18,489.4990846514702,0
6,4749,6,2,0,48,0,18,0.0,0
7,4749,6,2,0,49,0,18,2483.9745461940765,-1
8,4749,6,2,0,49,0,18,0.0,-1
9,4749,6,2,0,49,0,18,1976.2980937957764,0
10,4749,6,2,0,49,0,18,0.0,0
11,4749,6,2,0,49,0,18,0.0,0
12,4749,6,2,0,49,0,18,0.0,0
13,4749,6,2,0,48,0,18,0.0,0
14,4749,6,2,0,49,0,18,2932.857871055603,0
15,4749,6,2,0,48,0,17,0.0,0
16,4749,6,2,0,48,0,18,0.0,0
17,4749,6,2,0,49,0,18,0.0,0
18,4749,6,2,0,49,0,18,287.0294265449047,0
19,4749,6,2,0,49,0,18,0.0,-1
20,4749,6,2,0,49,0,18,0.0,-1
21,4749,6,2,0,49,0,18,973.3448177576064,-1
22,4749,6,2,0,49,0,18,414.1882061958313,-1
23,4749,6,2,0,49,0,18,0.0,-1
24,4749,6,2,0,49,0,18,1374.8477399349213,0
25,4749,6,2,0,49,0,18,0.0,0
26,4749,6,2,0,48,0,17,1074.3992030620575,0
27,4749,6,2,0,49,0,18,1406.463384628296,0
28,4749,6,2,0,49,0,18,0.0,-1
29,4749,6,2,0,49,0,18,0.0,0
30,4749,6,2,0,49,0,18,516.8401822447777,0
31,4749,6,2,0,49,0,18,0.0,0
32,4749,6,2,0,49,0,18,0.0,0
33,4749,6,2,0,49,0,18,0.0,0
34,4749,6,2,0,48,0,18,0.0,0
35,4749,6,2,0,49,0,18,1209.290400147438,0
36,4749,6,2,0,49,0,18,124.23982843756676,-1
37,4749,6,2,0,49,0,18,1352.2198796272278,-1
38,4749,6,2,0,48,0,17,0.0,0
39,4749,6,2,0,48,0,18,0.0,0
40,4749,6,2,0,48,0,18,0.0,0
41,4749,6,2,0,48,0,17,0.0,0
42,4749,6,2,0,48,0,18,0.0,0
43,4749,6,2,0,49,0,18,261.8590369820595,0
44,4749,6,2,0,48,0,17,0.0,0
45,4749,6,2,0,48,0,18,0.0,0
46,4749,6,2,0,49,0,18,0.0,0
47,4749,6,2,0,49,0,18,0.0,0
48,4749,6,2,0,49,0,18,0.0,-1
49,4749,6,2,0,49,0,18,0.0,-1
50,4749,6,2,0,49,0,18,1953.7881016731264,0
51,4749,6,2,0,49,0,18,0.0,0
52,4749,6,2,0,48,0,18,0.0,0
53,4749,6,2,0,49,0,18,0.0,0
54,4749,6,2,0,49,0,18,928.565040230751,0
55,4749,6,2,0,48,0,18,0.0,0
56,4749,6,2,0,49,0,18,0.0,-1
57,4749,6,2,0,49,0,18,0.0,0
58,4749,6,2,0,49,0,18,623.5690042376518,0
59,4749,6,2,0,48,0,17,0.0,0
60,4749,6,2,0,49,0,18,264.440830796957,-1
61,4749,6,2,0,49,0,18,1207.5025588274002,0
62,4749,6,2,0,49,0,18,0.0,-1
63,4749,6,2,0,49,0,18,0.0,-1
64,4749,6,2,0,49,0,18,0.0,-1
65,4749,6,2,0,49,0,18,0.0,-1
66,4749,6,2,0,49,0,18,0.0,0
67,4749,6,2,0,49,0,18,0.0,0
68,4749,6,2,0,49,0,18,860.9725534915924,-1
69,4749,6,2,0,49,0,18,0.0,-1
70,4749,6,2,0,49,0,18,897.6037800312042,0
71,4749,6,2,0,49,0,18,0.0,0
72,4749,6,2,0,49,0,18,1204.7088146209717,0
73,4749,6,2,0,49,0,18,0.0,-1
74,4749,6,2,0,48,0,17,0.0,0
75,4749,6,2,0,49,0,18,0.0,0
76,4749,6,2,0,49,0,18,0.0,0
77,4749,6,2,0,48,0,18,0.0,0
78,4749,6,2,0,49,0,18,0.0,0
79,4749,6,2,0,49,0,18,0.0,0
80,4749,6,2,0,49,0,18,0.0,0
81,4749,6,2,0,48,0,17,243.92195045948029,0
82,4749,6,2,0,49,0,18,0.0,0
83,4749,6,2,0,49,0,18,0.0,-1
84,4749,6,2,0,49,0,18,0.0,0
85,4749,6,2,0,49,0,18,990.7052665948868,-1
86,4749,6,2,0,48,0,17,0.0,0
87,4749,6,2,0,49,0,18,0.0,-1
88,4749,6,2,0,48,0,17,626.6533583402634,0
89,4749,6,2,0,49,0,18,38.663751911371946,-1
90,4749,6,2,0,49,0,18,0.0,-1
91,4749,6,2,0,49,0,18,0.0,0
92,4749,6,2,0,49,0,18,0.0,0
93,4749,6,2,0,49,0,18,0.0,0
94,4749,6,2,0,48,0,18,0.0,0
95,4749,6,2,0,48,0,18,0.0,0
96,4749,6,2,0,49,0,18,0.0,-1
97,4749,6,2,0,48,0,17,0.0,0
98,4749,6,2,0,48,0,17,0.0,0
99,4749,6,2,0,49,0,18,2875.948548316956,-1
100,4749,6,2,0,49,0,18,0.0,0
101,4749,6,2,0,49,0,18,0.0,-1
102,4749,6,2,0,49,0,18,0.0,0
103,4749,6,2,0,49,0,18,2858.4304451942444,-1
104,4749,6,2,0,49,0,18,0.0,0
105,4749,6,2,0,49,0,18,0.0,-1
106,4749,6,2,0,49,0,18,759.112760424614,0
107,4749,6,2,0,49,0,18,0.0,0
108,4749,6,2,0,49,0,18,0.0,0
109,4749,6,2,0,49,0,18,1348.6436009407043,-1
110,4749,6,2,0,49,0,18,0.0,-1
111,4749,6,2,0,49,0,18,0.0,0
112,4749,6,2,0,49,0,18,472.82733023166656,0
113,4749,6,2,0,49,0,18,750.6461441516876,-1
114,4749,6,2,0,49,0,18,0.0,-1
115,4749,6,2,0,49,0,18,0.0,-1
116,4749,6,2,0,49,0,18,354.6406328678131,-1
117,4749,6,2,0,48,0,18,0.0,0
118,4749,6,2,0,49,0,18,415.60065001249313,0
119,4749,6,2,0,49,0,18,1561.4275634288788,-1
120,4749,6,2,0,48,0,17,0.0,0
121,4749,6,2,0,49,0,18,0.0,0
122,4749,6,2,0,48,0,18,0.0,0
123,4749,6,2,0,49,0,18,0.0,-1
124,4749,6,2,0,49,0,18,0.0,-1
125,4749,6,2,0,49,0,18,0.0,0
126,4749,6,2,0,48,0,17,0.0,0
127,4749,6,2,0,49,0,18,0.0,0
128,4749,6,2,0,49,0,18,0.0,0
129,4749,6,2,0,48,0,17,0.0,0
130,4749,6,2,0,49,0,18,1720.5388844013214,-1
131,4749,6,2,0,49,0,18,0.0,-1
132,4749,6,2,0,49,0,18,0.0,-1
133,4749,6,2,0,49,0,18,0.0,-1
134,4749,6,2,0,49,0,18,0.0,-1
135,4749,6,2,0,49,0,18,0.0,-1
136,4749,6,2,0,49,0,18,0.0,-1
0,4750,6,2,0,49,0,18,0.0,-1
1,4750,6,2,0,49,0,18,0.0,-1
2,4750,6,2,0,49,0,18,0.0,-1
3,4750,6,2,0,49,0,18,0.0,0
4,4750,6,2,0,49,0,18,0.0,-1
5,4750,6,2,0,49,0,18,482.12748020887375,-1
6,4750,6,2,0,48,0,18,0.0,0
7,4750,6,2,0,49,0,18,0.0,-1
8,4750,6,2,0,48,0,17,0.0,0
9,4750,6,2,0,49,0,18,0.0,0
10,4750,6,2,0,49,0,18,0.0,0
11,4750,6,2,0,48,0,17,0.0,0
12,4750,6,2,0,49,0,18,1694.5748031139374,0
13,4750,6,2,0,49,0,18,0.0,0
14,4750,6,2,0,49,0,18,0.0,0
15,4750,6,2,0,49,0,18,0.0,-1
16,4750,6,2,0,49,0,18,0.0,0
17,4750,6,2,0,48,0,18,0.0,0
18,4750,6,2,0,49,0,18,0.0,0
19,4750,6,2,0,49,0,18,0.0,0
20,4750,6,2,0,49,0,18,0.0,-1
21,4750,6,2,0,49,0,18,0.0,0
22,4750,6,2,0,49,0,18,0.0,0
23,4750,6,2,0,49,0,18,0.0,-1
24,4750,6,2,0,49,0,18,0.0,0
25,4750,6,2,0,49,0,18,0.0,0
26,4750,6,2,0,49,0,18,0.0,-1
27,4750,6,2,0,49,0,18,0.0,0
28,4750,6,2,0,49,0,18,1248.322352766991,0
29,4750,6,2,0,49,0,18,0.0,0
30,4750,6,2,0,49,0,18,0.0,-1
31,4750,6,2,0,48,0,18,0.0,0
32,4750,6,2,0,49,0,18,0.0,0
33,4750,6,2,0,49,0,18,0.0,-1
34,4750,6,2,0,49,0,18,0.0,0
35,4750,6,2,0,49,0,18,577.3480981588364,0
36,4750,6,2,0,49,0,18,0.0,0
37,4750,6,2,0,49,0,18,0.0,0
38,4750,6,2,0,49,0,18,3492.1324253082275,-1
39,4750,6,2,0,49,0,18,0.0,0
40,4750,6,2,0,49,0,18,1284.8860025405884,0
41,4750,6,2,0,49,0,18,0.0,0
42,4750,6,2,0,49,0,18,0.0,0
43,4750,6,2,0,48,0,18,0.0,0
44,4750,6,2,0,48,0,18,0.0,0
45,4750,6,2,0,49,0,18,0.0,0
46,4750,6,2,0,49,0,18,0.0,0
47,4750,6,2,0,49,0,18,0.0,0
48,4750,6,2,0,49,0,18,0.0,0
49,4750,6,2,0,49,0,18,1480.2058041095734,-1
50,4750,6,2,0,49,0,18,0.0,0
51,4750,6,2,0,49,0,18,0.0,-1
52,4750,6,2,0,49,0,18,0.0,-1
53,4750,6,2,0,49,0,18,0.0,0
54,4750,6,2,0,49,0,18,0.0,0
55,4750,6,2,0,49,0,18,2413.185387849808,0
56,4750,6,2,0,49,0,18,0.0,0
57,4750,6,2,0,49,0,18,0.0,0
58,4750,6,2,0,49,0,18,0.0,0
59,4750,6,2,0,49,0,18,4013.735055923462,-1
60,4750,6,2,0,48,0,17,0.0,0
61,4750,6,2,0,49,0,18,0.0,0
62,4750,6,2,0,49,0,18,470.43103724718094,0
63,4750,6,2,0,49,0,18,0.0,-1
64,4750,6,2,0,49,0,18,1236.598864197731,-1
65,4750,6,2,0,49,0,18,0.0,0
66,4750,6,2,0,49,0,18,0.0,0
67,4750,6,2,0,49,0,18,0.0,0
68,4750,6,2,0,49,0,18,0.0,0
69,4750,6,2,0,49,0,18,1462.29088306427,-1
70,4750,6,2,0,49,0,18,168.1298017501831,0
71,4750,6,2,0,49,0,18,0.0,0
72,4750,6,2,0,49,0,18,0.0,0
73,4750,6,2,0,48,0,17,0.0,0
74,4750,6,2,0,49,0,18,0.0,0
75,4750,6,2,0,49,0,18,1446.981281042099,-1
76,4750,6,2,0,49,0,18,1230.15396296978,-1
77,4750,6,2,0,49,0,18,0.0,0
78,4750,6,2,0,49,0,18,0.0,0
79,4750,6,2,0,49,0,18,0.0,-1
80,4750,6,2,0,49,0,18,0.0,-1
81,4750,6,2,0,49,0,18,2556.043267250061,0
82,4750,6,2,0,48,0,17,0.0,0
83,4750,6,2,0,48,0,18,0.0,0
84,4750,6,2,0,49,0,18,0.0,-1
85,4750,6,2,0,49,0,18,439.8703202605248,0
86,4750,6,2,0,49,0,18,0.0,-1
87,4750,6,2,0,49,0,18,447.8828608989716,0
88,4750,6,2,0,48,0,17,0.0,0
89,4750,6,2,0,48,0,18,0.0,0
90,4750,6,2,0,49,0,18,0.0,0
91,4750,6,2,0,49,0,18,0.0,-1
92,4750,6,2,0,48,0,17,0.0,0
93,4750,6,2,0,48,0,18,0.0,0
94,4750,6,2,0,48,0,17,0.0,0
95,4750,6,2,0,49,0,18,0.0,0
96,4750,6,2,0,48,0,18,592.5485864281654,0
97,4750,6,2,0,49,0,18,0.0,-1
98,4750,6,2,0,49,0,18,0.0,-1
99,4750,6,2,0,49,0,18,0.0,-1
100,4750,6,2,0,48,0,17,0.0,0
101,4750,6,2,0,48,0,17,0.0,0
102,4750,6,2,0,48,0,18,0.0,0
103,4750,6,2,0,48,0,17,0.0,0
104,4750,6,2,0,48,0,18,0.0,0
105,4750,6,2,0,48,0,18,1591.857522726059,0
106,4750,6,2,0,48,0,18,1478.8532257080078,0
107,4750,6,2,0,49,0,18,0.0,0
108,4750,6,2,0,49,0,18,0.0,0
109,4750,6,2,0,48,0,18,0.0,0
110,4750,6,2,0,49,0,18,1056.2513023614883,-1
111,4750,6,2,0,49,0,18,302.5277704000473,-1
112,4750,6,2,0,49,0,18,0.0,0
113,4750,6,2,0,48,0,17,0.0,0
114,4750,6,2,0,49,0,18,0.0,-1
115,4750,6,2,0,48,0,17,0.0,0
116,4750,6,2,0,49,0,18,0.0,-1
117,4750,6,2,0,49,0,18,1154.1780829429626,-1
118,4750,6,2,0,49,0,18,1676.214039325714,0
119,4750,6,2,0,49,0,18,0.0,0
120,4750,6,2,0,49,0,18,2507.2121620178223,0
121,4750,6,2,0,49,0,18,0.0,0
122,4750,6,2,0,49,0,18,0.0,0
123,4750,6,2,0,49,0,18,0.0,-1
124,4750,6,2,0,48,0,17,0.0,0
125,4750,6,2,0,48,0,18,119.81752701103689,0
126,4750,6,2,0,49,0,18,0.0,-1
127,4750,6,2,0,49,0,18,2256.969809532165,-1
128,4750,6,2,0,49,0,18,2272.4278271198277,0
129,4750,6,2,0,49,0,18,744.2019879817963,0
130,4750,6,2,0,49,0,18,0.0,0
131,4750,6,2,0,49,0,18,394.1241651773453,0
132,4750,6,2,0,48,0,18,0.0,0
0,4751,6,2,0,49,0,18,2633.875608444214,0
1,4751,6,2,0,49,0,18,0.0,0
2,4751,6,2,0,49,0,18,2285.0650548934937,-1
3,4751,6,2,0,49,0,18,0.0,0
4,4751,6,2,0,48,0,18,0.0,0
5,4751,6,2,0,49,0,18,0.0,-1
6,4751,6,2,0,49,0,18,0.0,0
7,4751,6,2,0,49,0,18,0.0,-1
8,4751,6,2,0,49,0,18,0.0,-1
9,4751,6,2,0,49,0,18,528.9684236049652,-1
10,4751,6,2,0,48,0,18,0.0,0
11,4751,6,2,0,49,0,18,0.0,-1
12,4751,6,2,0,48,0,18,121.81517668068408,0
13,4751,6,2,0,49,0,18,0.0,0
14,4751,6,2,0,49,0,18,12.415099190548062,0
15,4751,6,2,0,49,0,18,0.0,0
16,4751,6,2,0,49,0,18,0.0,-1
17,4751,6,2,0,49,0,18,2157.042622566223,-1
18,4751,6,2,0,49,0,18,0.0,-1
19,4751,6,2,0,48,0,18,0.0,0
20,4751,6,2,0,49,0,18,1134.1369897127151,0
21,4751,6,2,0,48,0,18,0.0,0
22,4751,6,2,0,48,0,18,0.0,0
23,4751,6,2,0,48,0,18,0.0,0
24,4751,6,2,0,48,0,18,0.0,0
25,4751,6,2,0,48,0,17,0.0,0
26,4751,6,2,0,49,0,18,0.0,0
27,4751,6,2,0,48,0,18,0.0,0
28,4751,6,2,0,49,0,18,0.0,0
29,4751,6,2,0,48,0,17,0.0,0
30,4751,6,2,0,49,0,18,0.0,0
31,4751,6,2,0,48,0,17,0.0,0
32,4751,6,2,0,49,0,18,0.0,0
33,4751,6,2,0,49,0,18,0.0,-1
34,4751,6,2,0,49,0,18,0.0,0
35,4751,6,2,0,49,0,18,0.0,-1
36,4751,6,2,0,48,0,17,714.4775986671448,0
37,4751,6,2,0,49,0,18,2385.762184858322,-1
38,4751,6,2,0,49,0,18,0.0,-1
39,4751,6,2,0,49,0,18,0.0,0
40,4751,6,2,0,48,0,18,0.0,0
41,4751,6,2,0,49,0,18,0.0,0
42,4751,6,2,0,49,0,18,0.0,0
43,4751,6,2,0,49,0,18,0.0,-1
44,4751,6,2,0,49,0,18,0.0,-1
45,4751,6,2,0,49,0,18,0.0,0
46,4751,6,2,0,48,0,18,0.0,0
0,4752,7,3,0,49,0,18,1646.4857757091522,-1
1,4752,7,3,0,49,0,18,714.191347360611,-1
2,4752,7,3,0,48,0,18,0.0,0
3,4752,7,3,0,49,0,18,0.0,-1
4,4752,7,3,0,48,0,17,0.0,0
5,4752,7,3,0,49,0,18,1182.580441236496,0
6,4752,7,3,0,49,0,18,0.0,0
7,4752,7,3,0,49,0,18,0.0,0
8,4752,7,3,0,49,0,18,0.0,0
9,4752,7,3,0,48,0,18,145.31949535012245,0
10,4752,7,3,0,48,0,17,0.0,0
11,4752,7,3,0,49,0,18,0.0,0
12,4752,7,3,0,48,0,18,0.0,0
13,4752,7,3,0,48,0,17,0.0,0
14,4752,7,3,0,48,0,17,0.0,0
15,4752,7,3,0,49,0,18,0.0,-1
16,4752,7,3,0,49,0,18,3921.985030174256,-1
17,4752,7,3,0,49,0,18,0.0,-1
18,4752,7,3,0,48,0,17,0.0,0
19,4752,7,3,0,49,0,18,0.0,0
20,4752,7,3,0,48,0,17,0.0,0
